Driver_ID,Age,Experience_Years,Average_Speed,Harsh_Braking_Count,Night_Driving_Hours,Distance_Per_Day,Mobile_Usage_Time,Traffic_Violations,Accident_History,Driving_Score,Risk_Level,Insurance_Premium
DRV00328,20,2,35.9,7,3.0,89.8,3.4,0,1,60,Medium,13058.53
DRV00329,54,27,35.4,1,2.2,43.0,22.6,0,0,94,Low,5818.49
DRV00330,70,48,66.5,2,0.2,30.0,0.7,0,0,100,Low,5001.34
DRV00331,44,17,46.8,5,4.5,55.0,4.8,1,0,82,Low,6036.51
DRV00332,62,43,54.8,3,1.8,82.4,2.2,0,0,96,Low,5503.5
DRV00333,49,12,54.1,13,0.4,60.5,5.8,0,0,74,Medium,10398.05
DRV00334,31,5,33.4,2,2.4,68.2,5.6,0,0,93,Low,6339.56
DRV00335,42,0,77.7,1,6.5,76.5,9.1,0,4,24,High,20683.16
DRV00336,37,10,72.0,5,3.6,80.5,9.6,0,0,71,Medium,9100.47
DRV00337,33,13,53.6,1,1.0,61.0,21.0,0,0,95,Low,6026.93
DRV00338,23,5,30.8,23,4.3,10.4,14.1,1,0,25,High,19340.65
DRV00339,68,41,59.2,2,1.4,5,7.1,2,0,85,Medium,10459.9
DRV00340,62,31,61.8,1,5.7,62.3,25.1,0,0,86,Low,6525.84
DRV00341,34,11,31.5,2,5.7,59.8,13.3,1,0,86,Low,7606.85
DRV00342,70,24,66.9,5,1.2,81.8,8.1,0,1,91,Low,7279.36
DRV00343,29,0,63.5,0,3.8,74.4,14.6,1,0,71,Medium,12057.49
DRV00344,22,0,67.9,2,3.7,41.0,8.2,1,2,52,Medium,14716.22
DRV00345,22,2,67.8,2,0.9,55.9,7.6,1,0,85,Low,7792.56
DRV00346,53,26,57.3,3,4.9,7.1,8.4,1,0,79,Low,6524.58
DRV00347,52,28,89.6,3,2.6,27.0,5.2,0,0,85,Low,5930.09
DRV00348,46,14,58.3,0,1.1,47.9,0.6,0,0,100,Low,3869.46
DRV00349,70,17,74.7,3,3.8,34.0,9.1,0,2,65,Medium,12378.44
DRV00350,37,2,39.2,0,0.8,34.7,9.6,2,1,71,Medium,12782.36
DRV00351,59,19,86.3,1,6.6,58.1,6.7,0,3,56,High,18316.7
DRV00352,65,41,79.5,4,4.4,5,10.6,0,0,79,Low,6126.46
DRV00353,61,25,84.3,3,0.8,40.7,6.8,1,0,83,Low,7218.35
DRV00354,45,24,49.3,2,1.4,9.5,11.8,6,0,58,Medium,13835.31
DRV00355,45,10,49.6,0,2.6,19.2,4.3,1,1,84,Low,8102.12
DRV00356,70,51,49.6,0,2.4,52.8,1.9,2,2,74,Medium,12513.55
DRV00357,62,7,51.9,1,5.9,73.5,11.1,0,1,80,Low,7963.03
DRV00358,60,1,33.1,2,1.7,84.5,4.5,0,0,91,Low,6876.48
DRV00359,60,17,39.6,1,0.9,5,16.8,0,1,90,Low,6948.88
DRV00360,47,17,61.0,1,3.4,45.8,7.8,0,0,95,Low,5166.91
DRV00361,50,17,66.5,8,10,16.9,1.3,0,0,72,Medium,9710.25
DRV00362,23,5,28.0,3,4.3,89.2,5.1,3,2,41,High,19956.58
DRV00363,31,10,70.9,6,5.3,70.9,3.4,4,0,54,Medium,12745.33
DRV00364,38,2,25,0,2.1,27.4,17.6,2,0,70,Medium,12319.06
DRV00365,70,40,69.7,6,0.9,40.2,19.6,0,0,83,Low,6515.47
DRV00366,61,1,42.5,2,3.2,76.3,16.9,2,0,67,Medium,12724.08
DRV00367,20,1,58.3,1,2.6,43.8,2.2,4,2,40,High,20506.2
DRV00368,47,28,58.3,0,5.8,72.4,6.3,1,1,73,Medium,10846.68
DRV00369,68,2,40.6,7,0.5,44.6,10.4,1,0,65,Medium,11698.84
DRV00370,21,1,53.9,1,7.9,71.4,8.3,0,0,81,Low,8639.81
DRV00371,46,2,56.7,6,1.1,36.4,8.9,0,1,71,Medium,12664.19
DRV00372,34,10,45.5,6,1.0,5,7.2,0,1,67,Medium,11080.56
DRV00373,42,17,38.0,9,3.7,76.0,3.7,0,1,67,Medium,11231.41
DRV00374,67,28,55.6,9,3.2,62.7,22.9,0,0,70,Medium,9950.27
DRV00375,46,2,56.5,8,1.8,46.4,4.2,0,0,81,Low,7654.28
DRV00376,56,19,54.7,0,1.9,57.0,16.3,0,3,70,High,16414.37
DRV00377,20,0,59.6,9,7.7,27.0,9.3,2,0,40,High,18328.36
DRV00378,31,9,77.5,15,3.4,59.2,17.5,1,1,21,High,18410.44
DRV00379,34,16,38.1,10,4.2,32.7,17.7,1,2,42,High,18117.44
DRV00380,30,0,71.2,6,5.8,66.2,13.1,0,0,62,Medium,11463.14
DRV00381,58,12,53.5,0,2.0,30.9,6.7,0,3,72,High,16614.1
DRV00382,39,21,40.0,0,1.1,51.6,9.1,2,0,96,Medium,9169.45
DRV00383,21,2,35.9,3,0.3,33.7,6.7,1,0,87,Low,8803.5
DRV00384,39,12,36.5,3,2.5,15.1,29.2,1,0,77,Low,7504.83
DRV00385,49,15,37.2,1,3.4,80.6,7.4,0,0,89,Low,5354.95
DRV00386,50,9,71.3,5,3.4,98.6,3.6,1,3,42,High,18442.84
DRV00387,64,2,33.5,2,0.1,57.6,15.7,0,0,92,Low,7219.2
DRV00388,60,19,84.7,4,1.5,53.7,5.9,1,1,69,Medium,11993.1
DRV00389,25,0,77.8,0,3.5,40.0,5.6,1,0,76,Low,8553.26
DRV00390,39,17,50.1,2,4.9,52.4,1.9,0,1,79,Low,6275.54
DRV00391,62,28,47.7,6,5.4,34.1,10.8,1,0,80,Low,7641.97
DRV00392,62,29,69.3,4,6.4,59.9,7.2,2,0,71,Medium,10699.28
DRV00393,49,1,65.2,2,2.2,52.7,10.2,1,0,75,Low,7867.59
DRV00394,37,17,37.3,1,1.7,55.8,9.6,0,1,80,Low,7134.2
DRV00395,54,21,46.7,4,0.8,43.1,11.9,0,0,89,Low,5381.43
DRV00396,29,4,63.8,0,7.5,45.5,7.5,1,0,77,Low,6850.62
DRV00397,66,40,67.9,4,2.9,10.4,13.1,0,2,65,Medium,12759.17
DRV00398,61,19,90.8,5,10,20.4,12.1,0,2,40,High,17529.75
DRV00399,53,3,78.5,15,1.0,48.2,1.4,0,1,44,High,16810.61
DRV00400,45,17,60.4,0,3.6,62.4,7.2,0,2,80,Medium,11427.53
DRV00401,59,1,78.6,4,1.1,87.2,28.5,1,3,24,High,20147.26
DRV00402,45,17,64.7,1,2.7,26.6,10.0,1,0,94,Low,5897.69
DRV00403,20,0,35.3,0,3.1,32.4,3.5,4,4,24,High,22674.91
DRV00404,23,4,63.3,2,5.9,41.4,2.4,1,0,79,Low,8043.06
DRV00405,67,0,39.2,2,5.7,53.6,6.0,2,1,55,Medium,13191.92
DRV00406,21,3,39.6,4,1.9,33.2,1.3,0,0,88,Low,6976.79
DRV00407,57,17,56.1,5,4.1,66.3,18.2,0,0,81,Low,5982.11
DRV00408,29,8,67.5,0,1.1,31.2,3.7,5,1,53,Medium,14807.74
DRV00409,58,10,64.3,1,4.5,85.9,3.1,0,0,91,Low,5180.4
DRV00410,52,14,39.8,2,1.1,73.7,0.8,0,1,98,Low,6328.42
DRV00411,20,0,77.8,12,2.7,31.1,5.6,1,0,48,High,16812.33
DRV00412,64,43,49.1,1,5.1,39.6,11.2,1,0,89,Low,6539.68
DRV00413,46,11,60.5,0,8.2,67.2,13.9,0,2,66,Medium,12980.66
DRV00414,59,36,61.4,0,1.4,33.5,14.7,0,4,63,High,17350.22
DRV00415,60,20,56.7,1,0.7,89.8,2.2,0,0,100,Low,4787.68
DRV00416,52,27,62.5,9,0.7,81.8,5.3,2,0,67,Medium,10224.95
DRV00417,60,24,55.4,9,3.8,85.0,8.6,1,1,62,Medium,11965.19
DRV00418,62,30,72.3,19,2.1,68.5,1.9,1,0,52,Medium,11269.36
DRV00419,47,24,60.4,0,0.5,13.5,4.3,2,1,85,Medium,11344.19
DRV00420,58,28,57.2,0,5.5,34.9,9.8,0,0,89,Low,5357.3
DRV00421,46,0,63.3,6,0.5,49.9,22.8,0,1,62,Medium,12686.08
DRV00422,55,14,61.9,0,4.6,45.0,16.4,0,0,87,Low,6556.86
DRV00423,47,19,68.2,6,0.9,76.2,22.6,1,4,32,High,19387.47
DRV00424,61,36,44.5,13,1.3,42.0,5.7,0,0,78,Low,6865.74
DRV00425,55,2,76.9,4,2.4,79.6,0.6,1,1,60,Medium,13514.31
DRV00426,68,49,49.8,0,1.8,49.9,5.1,1,1,89,Low,6485.96
DRV00427,23,5,64.3,2,3.7,30.0,13.2,4,0,48,High,17858.15
DRV00428,31,4,65.4,0,8.5,51.8,9.9,2,0,60,Medium,12363.15
DRV00429,34,10,33.0,2,3.5,14.2,1.3,0,0,89,Low,6101.51
DRV00430,44,6,57.4,1,1.0,5,5.1,0,2,82,Medium,12530.52
DRV00431,21,3,80.5,2,2.5,91.5,17.2,4,0,49,High,19147.19
DRV00432,21,2,78.4,2,1.3,83.5,21.5,1,0,74,Medium,12307.0
DRV00433,23,3,69.5,21,4.0,26.2,5.8,1,0,26,High,18277.91
DRV00434,55,9,87.3,2,0.5,21.5,17.9,0,0,80,Low,6468.79
DRV00435,24,3,51.3,5,5.1,48.3,4.8,0,4,42,High,20325.31
DRV00436,28,7,74.6,0,2.9,17.0,21.5,0,1,71,Medium,11547.76
DRV00437,62,21,44.8,5,5.2,44.1,11.9,1,1,62,Medium,12630.58
DRV00438,50,23,63.9,1,4.2,40.5,4.1,0,1,91,Low,7862.43
DRV00439,33,3,42.5,5,9.6,16.4,19.0,0,2,34,High,18364.0
DRV00440,21,0,45.8,2,8.0,66.9,10.8,2,0,54,Medium,13805.93
DRV00441,62,4,70.5,0,2.5,94.1,3.9,0,0,93,Low,7468.26
DRV00442,19,1,37.0,10,3.0,66.2,22.4,0,0,53,Medium,12489.1
DRV00443,68,20,34.4,3,3.6,51.1,11.7,0,1,83,Low,7520.8
DRV00444,36,1,65.8,12,4.2,63.8,10.9,0,1,50,Medium,12929.45
DRV00445,28,3,95.8,3,2.8,99.3,4.6,1,3,36,High,20617.49
DRV00446,28,8,46.5,2,3.2,99.2,9.1,0,1,82,Low,7623.57
DRV00447,63,18,44.9,11,1.2,51.2,15.8,2,0,58,Medium,11557.07
DRV00448,43,19,67.4,0,0.6,26.1,12.1,3,0,86,Medium,11009.94
DRV00449,46,21,54.8,2,1.4,39.0,12.8,2,0,90,Medium,11221.7
DRV00450,41,12,48.9,1,0.8,62.1,8.8,1,0,96,Low,5190.51
DRV00451,45,23,65.0,3,0.8,40.0,9.4,4,0,76,Medium,11776.12
DRV00452,23,0,28.1,2,3.6,76.7,4.3,0,0,88,Low,6744.51
DRV00453,37,15,41.4,0,3.0,38.3,9.8,0,0,96,Low,6740.12
DRV00454,22,4,57.4,3,9.5,16.4,9.5,0,0,63,Medium,11051.02
DRV00455,28,9,71.1,8,1.1,55.6,5.7,2,0,61,Medium,12262.6
DRV00456,22,4,65.8,5,4.0,79.7,6.5,2,1,51,Medium,14580.96
DRV00457,41,3,43.5,0,1.1,43.2,20.7,2,0,75,Medium,12485.02
DRV00458,30,12,75.6,7,3.4,28.1,11.3,0,0,77,Low,7235.91
DRV00459,19,1,43.8,0,2.8,78.0,10.5,0,0,89,Low,7439.94
DRV00460,26,2,52.8,0,0.3,29.0,8.5,0,1,82,Low,7607.87
DRV00461,34,1,79.7,5,6.7,62.4,4.6,0,0,69,Medium,12150.38
DRV00462,35,11,39.2,6,4.2,85.8,2.2,1,0,74,Medium,9468.11
DRV00463,28,8,83.7,10,3.0,49.0,4.3,0,2,46,High,17822.07
DRV00464,50,14,35.4,1,3.0,70.3,9.9,0,1,90,Low,7112.2
DRV00465,42,9,32.8,4,2.6,58.5,8.5,2,1,66,Medium,12567.07
DRV00466,18,0,50.4,2,4.9,26.7,7.8,4,1,44,High,19843.32
DRV00467,41,6,46.6,18,1.0,75.4,17.5,1,1,31,High,18981.58
DRV00468,59,25,43.3,11,1.2,76.0,3.2,0,3,60,High,17773.36
DRV00469,22,3,39.3,1,4.9,5,13.3,0,1,72,Medium,11557.17
DRV00470,30,4,48.3,1,2.2,24.3,11.1,0,0,93,Low,6502.61
DRV00471,38,12,53.9,0,4.7,50.3,8.5,0,1,79,Low,6860.54
DRV00472,53,34,41.7,7,3.2,36.0,9.9,1,0,81,Low,6873.18
DRV00473,19,0,68.6,6,3.9,64.5,13.4,0,4,25,High,21486.14
DRV00474,33,7,59.3,0,5.1,68.7,3.1,0,0,90,Low,5827.51
DRV00475,50,26,55.4,3,2.5,84.8,15.3,0,1,80,Low,7642.31
DRV00476,41,13,64.8,14,0.8,80.5,4.7,0,0,71,Medium,9759.7
DRV00477,23,5,62.0,1,0.7,39.1,9.4,1,1,74,Medium,13018.5
DRV00478,45,21,47.6,2,4.3,44.0,1.0,2,0,88,Medium,11482.54
DRV00479,65,29,55.4,6,8.8,82.0,2.0,0,0,79,Low,5519.15
DRV00480,45,13,45.4,0,1.5,89.1,24.4,0,1,81,Low,7346.59
DRV00481,30,0,58.8,2,3.7,93.0,3.8,0,1,74,Medium,11769.74
DRV00482,20,2,54.8,7,0.8,48.4,29.5,0,0,66,Medium,12112.82
DRV00483,64,8,59.8,2,1.0,79.1,12.1,0,0,96,Low,6620.74
DRV00484,67,20,47.9,1,6.0,75.9,8.4,0,3,61,High,17180.8
DRV00485,55,3,42.5,11,2.1,49.4,15.6,2,3,20,High,21630.67
DRV00486,70,19,99.4,3,8.4,56.3,11.3,3,0,43,High,17070.78
DRV00487,33,14,31.2,1,0.8,81.9,5.1,2,2,63,Medium,12113.02
DRV00488,67,41,54.5,8,7.8,51.5,9.4,2,1,54,Medium,12404.38
DRV00489,70,10,52.0,1,4.1,21.0,18.2,0,0,82,Low,5928.75
DRV00490,68,41,68.6,3,2.0,66.3,3.8,3,2,56,Medium,12857.47
DRV00491,61,26,61.7,2,5.8,27.7,15.8,1,0,78,Low,6906.94
DRV00492,42,18,64.2,10,4.5,105.6,37.2,0,1,48,High,16808.45
DRV00493,45,19,57.6,1,5.5,58.3,15.2,1,0,88,Low,5997.45
DRV00494,36,15,45.5,0,1.5,65.2,17.6,0,1,98,Low,6973.35
DRV00495,33,14,70.8,4,2.9,35.3,3.4,1,1,69,Medium,10579.97
DRV00496,65,38,57.7,0,2.1,58.7,37.6,3,3,32,High,19424.85
DRV00497,20,0,57.5,1,2.5,81.4,12.1,0,3,57,High,19071.03
DRV00498,38,16,46.7,1,2.3,55.6,24.9,0,0,93,Low,6532.61
DRV00499,49,9,25,4,2.8,29.4,1.9,0,0,88,Low,6263.82
DRV00500,49,2,25,3,2.9,73.8,17.2,0,0,77,Low,8319.18
DRV00501,65,32,67.1,4,1.5,20.3,0.4,0,2,78,Medium,11958.12
DRV00502,24,2,81.9,4,2.5,53.9,3.7,1,1,48,High,17689.15
DRV00503,56,0,55.7,3,2.9,54.3,29.0,0,1,60,Medium,12366.57
DRV00504,56,24,68.3,1,6.4,58.1,1.1,0,0,87,Low,4544.82
DRV00505,27,1,49.4,5,10,89.1,12.7,0,0,61,Medium,12290.69
DRV00506,42,15,55.5,0,2.7,80.3,4.3,0,0,100,Low,4976.93
DRV00507,59,9,75.8,4,0.8,35.6,2.4,0,4,45,High,18667.99
DRV00508,33,13,56.6,0,0.5,55.2,8.4,1,0,96,Low,6378.41
DRV00509,23,4,84.1,2,6.8,52.0,1.7,1,0,63,Medium,11355.13
DRV00510,46,19,63.2,10,0.8,27.5,5.5,0,0,83,Low,6205.43
DRV00511,59,30,42.2,4,5.9,54.1,6.2,1,1,77,Low,7824.98
DRV00512,69,19,65.3,0,7.6,54.8,9.6,0,2,72,Medium,11380.26
DRV00513,23,2,59.1,2,1.0,34.5,18.2,0,0,82,Low,7616.92
DRV00514,36,18,65.6,1,0.9,27.0,8.5,0,0,99,Low,3537.05
DRV00515,20,1,42.5,5,3.8,65.0,5.6,2,0,59,Medium,12637.91
DRV00516,46,22,49.3,5,3.0,53.6,10.2,1,2,67,Medium,12206.69
DRV00517,47,4,77.0,1,2.6,22.2,14.4,0,3,50,High,18858.37
DRV00518,62,5,53.8,0,4.1,37.1,8.2,0,0,91,Low,6581.86
DRV00519,34,11,53.6,7,3.2,34.7,6.8,0,0,67,Medium,10170.08
DRV00520,68,22,61.3,3,10,7.2,12.9,0,0,75,Low,6400.27
DRV00521,25,3,65.9,1,2.8,40.6,14.2,0,2,59,Medium,13377.32
DRV00522,67,0,58.9,1,3.2,91.7,7.4,0,1,80,Low,9084.05
DRV00523,44,25,61.9,2,2.6,90.8,27.5,0,0,88,Low,6186.7
DRV00524,69,33,64.3,1,0.7,44.5,14.7,2,0,82,Medium,9869.77
DRV00525,60,33,74.4,8,5.2,43.7,17.3,0,2,52,Medium,12674.34
DRV00526,27,6,47.8,3,6.8,53.4,16.2,1,0,67,Medium,11932.75
DRV00527,20,2,45.0,5,1.0,81.3,5.9,0,0,84,Low,7463.82
DRV00528,19,1,59.5,5,0.7,89.3,13.5,0,1,72,Medium,13243.38
DRV00529,65,0,25,6,3.5,67.9,7.0,1,1,54,Medium,12696.66
DRV00530,51,15,73.2,0,6.6,65.8,3.6,0,0,86,Low,5674.77
DRV00531,31,7,79.2,2,3.7,65.0,13.8,1,3,38,High,18814.07
DRV00532,28,2,39.6,2,3.4,47.0,9.0,0,0,86,Low,7016.86
DRV00533,44,3,73.1,0,1.2,69.5,9.7,0,1,86,Low,8313.3
DRV00534,36,6,68.7,0,3.6,83.9,1.7,0,0,89,Low,6534.25
DRV00535,64,38,63.9,4,6.3,57.7,3.7,0,1,74,Medium,10359.14
DRV00536,43,10,25,8,5.8,32.6,29.4,0,1,48,High,16051.21
DRV00537,25,1,65.9,3,0.6,79.2,4.3,2,0,75,Medium,11930.05
DRV00538,19,1,60.7,4,7.3,30.5,7.9,2,0,52,Medium,13640.39
DRV00539,51,20,52.8,15,3.5,55.1,4.2,0,3,37,High,18223.3
DRV00540,38,5,63.5,1,2.1,49.4,6.5,1,0,86,Low,7903.9
DRV00541,55,15,31.3,1,2.9,49.8,9.6,0,2,75,Medium,12672.32
DRV00542,61,6,58.5,6,2.0,78.5,2.5,0,3,46,High,19101.13
DRV00543,68,15,41.7,9,2.9,42.1,6.0,0,3,44,High,17721.51
DRV00544,61,24,88.8,0,1.2,47.8,2.2,1,2,68,Medium,10951.6
DRV00545,45,6,27.1,1,5.0,9.4,5.5,0,0,91,Low,6495.84
DRV00546,47,19,41.2,0,1.3,94.8,16.2,0,0,100,Low,4925.49
DRV00547,52,1,81.0,2,1.0,20.4,7.5,0,2,64,Medium,12373.02
DRV00548,25,7,50.8,0,5.9,59.4,15.5,0,1,68,Medium,11049.15
DRV00549,32,3,99.5,0,3.1,40.2,3.0,0,0,78,Low,8548.81
DRV00550,61,43,50.1,3,10,39.0,5.7,0,3,49,High,17001.26
DRV00551,61,35,58.7,2,4.9,47.0,3.2,0,0,100,Low,5682.82
DRV00552,21,2,75.2,1,2.5,33.5,31.6,5,0,31,High,18616.94
DRV00553,33,6,65.1,3,0.9,65.8,22.9,1,0,73,Medium,11486.85
DRV00554,33,10,72.7,2,1.6,9.3,12.6,0,0,94,Low,7112.45
DRV00555,20,1,46.0,0,1.1,90.9,8.7,1,0,84,Low,7583.38
DRV00556,36,12,39.9,2,9.3,67.3,13.4,0,0,74,Medium,9966.27
DRV00557,59,1,44.3,0,0.9,54.1,2.2,0,0,95,Low,6276.15
DRV00558,44,15,55.2,1,2.0,22.3,6.3,1,0,92,Low,6358.18
DRV00559,41,0,34.7,0,1.6,44.1,11.5,0,3,58,High,18215.46
DRV00560,22,2,64.8,4,3.0,73.3,27.5,0,0,67,Medium,12035.12
DRV00561,68,2,25,4,5.1,49.4,4.7,1,1,62,Medium,12506.78
DRV00562,43,5,58.9,0,2.3,45.5,3.5,1,2,63,Medium,14023.46
DRV00563,30,3,55.6,1,1.3,64.5,5.2,0,0,100,Low,7064.88
DRV00564,26,6,39.3,1,1.5,6.7,7.3,0,0,96,Low,5692.17
DRV00565,45,22,66.2,10,2.4,53.4,12.6,0,0,73,Medium,9863.88
DRV00566,52,18,61.5,0,7.0,27.3,27.4,2,0,71,Medium,11538.99
DRV00567,60,39,75.5,5,4.5,59.3,10.0,0,0,77,Low,5632.75
DRV00568,49,30,56.1,10,3.9,72.1,4.8,2,0,62,Medium,12303.78
DRV00569,54,10,72.2,3,1.1,38.8,8.8,0,0,84,Low,5839.43
DRV00570,47,13,33.7,1,2.4,71.5,5.0,0,0,100,Low,5003.88
DRV00571,59,5,66.2,0,1.4,5,6.6,1,1,76,Low,9007.06
DRV00572,26,8,59.8,1,7.7,46.4,8.0,0,1,67,Medium,11531.41
DRV00573,66,9,65.6,5,1.5,35.1,12.3,0,1,71,Medium,11543.32
DRV00574,30,6,61.1,0,2.8,11.2,7.4,0,3,71,High,17746.78
DRV00575,40,10,60.6,5,6.3,73.0,6.1,0,0,85,Low,7629.17
DRV00576,39,18,43.1,3,9.4,24.2,4.6,0,0,86,Low,6437.97
DRV00577,46,20,63.6,0,3.6,41.5,15.8,0,0,99,Low,5494.9
DRV00578,32,4,54.7,0,3.3,40.3,3.8,0,0,100,Low,6922.68
DRV00579,31,2,67.5,6,4.8,33.0,11.9,0,1,54,Medium,12701.5
DRV00580,27,7,72.9,6,3.4,57.5,11.9,0,2,45,High,17521.9
DRV00581,63,19,34.9,7,2.6,76.3,13.2,0,1,73,Medium,10846.8
DRV00582,62,2,60.1,1,4.3,96.4,17.4,0,4,27,High,19597.47
DRV00583,22,0,30.2,2,1.3,46.8,13.9,0,0,83,Low,7894.29
DRV00584,20,0,57.9,0,4.8,85.7,9.1,1,1,63,Medium,13567.49
DRV00585,35,5,59.5,0,1.9,52.0,7.7,1,1,80,Low,8742.82
DRV00586,31,11,81.4,0,5.2,55.7,23.2,1,2,44,High,18068.1
DRV00587,21,0,72.9,0,1.7,55.0,24.0,0,3,53,High,19985.29
DRV00588,60,10,57.2,2,4.3,40.9,8.5,0,0,94,Low,6286.13
DRV00589,18,0,60.6,4,1.8,64.5,1.7,0,1,63,Medium,12768.99
DRV00590,63,34,67.3,3,1.7,5,6.5,0,2,76,Medium,11304.59
DRV00591,29,10,59.8,15,4.8,11.5,1.0,0,0,60,Medium,10532.03
DRV00592,63,0,60.4,9,2.0,81.0,19.3,0,0,63,Medium,12183.03
DRV00593,31,10,93.2,3,2.1,60.8,14.1,0,3,40,High,18491.43
DRV00594,19,0,66.2,1,3.5,30.3,14.9,1,1,59,Medium,13393.4
DRV00595,38,5,56.4,8,0.7,48.9,13.7,0,0,69,Medium,10439.14
DRV00596,31,3,41.2,2,1.3,46.8,8.4,0,0,93,Low,6725.02
DRV00597,68,30,95.6,2,1.3,79.0,10.1,1,1,68,Medium,12023.73
DRV00598,42,13,74.4,10,4.0,15.9,17.6,0,0,56,Medium,11247.68
DRV00599,22,2,69.8,0,3.2,68.4,9.8,3,3,30,High,21294.92
DRV00600,59,37,88.0,19,1.0,69.6,3.9,3,1,20,High,18652.46
DRV00601,63,31,47.9,0,2.4,30.8,5.3,2,0,91,Medium,9999.96
DRV00602,60,41,71.1,11,1.2,74.2,12.0,0,0,79,Low,6981.14
DRV00603,42,12,46.2,0,10,5,3.9,1,0,69,Medium,10153.24
DRV00604,55,19,55.3,10,3.8,8.1,4.6,1,0,74,Medium,11109.8
DRV00605,24,0,60.5,2,1.9,23.3,4.1,0,0,87,Low,7241.15
DRV00606,54,13,60.2,0,6.2,55.7,13.5,2,0,73,Medium,11393.33
DRV00607,35,2,46.4,2,4.9,74.7,2.1,0,1,77,Low,8293.13
DRV00608,51,0,44.2,13,1.8,68.5,19.3,0,1,42,High,18021.05
DRV00609,33,11,50.1,0,2.3,27.8,2.8,1,1,86,Low,7373.84
DRV00610,56,7,66.8,4,4.2,33.8,9.4,0,4,45,High,19333.96
DRV00611,19,1,87.6,5,4.9,5,9.6,1,0,62,Medium,13067.29
DRV00612,48,21,79.6,5,1.9,7.3,3.6,0,2,65,Medium,12125.46
DRV00613,68,5,50.4,3,2.8,82.0,14.8,0,1,71,Medium,11666.8
DRV00614,45,22,94.2,1,2.4,58.1,17.2,3,1,46,High,16901.44
DRV00615,58,31,78.7,8,4.1,67.8,7.5,1,0,63,Medium,10477.21
DRV00616,45,25,59.3,1,1.0,66.5,12.4,3,0,84,Medium,11371.03
DRV00617,42,18,56.9,3,1.4,27.4,8.4,1,3,65,High,18101.3
DRV00618,55,14,59.7,7,2.0,50.0,6.1,1,0,77,Low,7536.86
DRV00619,69,44,71.7,2,5.1,52.5,26.9,1,0,68,Medium,11799.23
DRV00620,21,2,72.6,7,5.8,79.2,20.5,1,0,51,Medium,12267.49
DRV00621,28,0,44.1,4,2.5,41.5,5.8,0,2,60,Medium,13655.23
DRV00622,66,37,61.6,10,2.0,42.0,12.0,0,2,60,Medium,13384.46
DRV00623,30,11,49.2,7,0.9,29.5,7.1,3,0,60,Medium,12060.7
DRV00624,45,4,46.6,0,1.6,30.5,15.8,1,0,81,Low,6722.4
DRV00625,60,5,63.5,4,1.8,5,7.3,0,0,82,Low,6331.5
DRV00626,19,1,54.1,6,1.3,87.3,14.1,0,0,84,Low,8761.73
DRV00627,68,34,69.7,0,3.6,88.3,23.3,0,1,77,Low,6368.57
DRV00628,25,3,91.4,0,4.0,37.0,11.4,0,0,74,Medium,11713.86
DRV00629,53,16,60.5,15,3.2,42.9,11.1,3,0,38,High,17963.5
DRV00630,51,18,48.6,3,5.1,26.1,10.9,0,1,78,Low,7495.35
DRV00631,37,6,79.0,0,2.3,39.4,13.3,0,0,87,Low,6597.0
DRV00632,23,2,41.1,0,1.5,5,5.6,1,1,73,Medium,12169.78
DRV00633,50,10,49.9,19,2.7,54.7,12.7,0,0,47,High,15723.28
DRV00634,58,5,48.6,1,0.2,64.4,2.9,0,1,86,Low,8224.71
DRV00635,49,6,33.6,8,3.6,41.3,6.9,3,0,46,High,16565.75
DRV00636,48,18,59.5,2,1.2,50.4,7.5,0,1,97,Low,6498.9
DRV00637,33,13,55.3,17,7.1,33.3,5.7,3,2,20,High,19814.78
DRV00638,23,2,46.5,0,0.8,59.5,2.0,0,0,100,Low,5866.97
DRV00639,45,21,32.1,2,3.3,45.9,8.0,2,1,72,Medium,11135.67
DRV00640,65,22,59.0,12,7.8,87.3,10.7,1,3,21,High,18536.38
DRV00641,51,14,65.0,0,2.3,68.4,9.9,3,0,73,Medium,10352.95
DRV00642,67,7,53.4,1,0.1,74.7,7.8,2,3,46,High,18868.46
DRV00643,47,28,44.3,1,4.2,29.3,7.1,0,0,96,Low,5422.2
DRV00644,25,7,85.4,1,3.0,49.8,7.3,0,0,86,Low,7046.39
DRV00645,46,5,74.9,0,10,78.6,3.0,0,0,73,Medium,10726.33
DRV00646,60,12,96.4,16,1.0,28.6,9.9,0,1,37,High,16960.03
DRV00647,64,24,85.3,6,1.0,92.4,0.8,0,2,61,Medium,12591.01
DRV00648,18,0,45.1,0,2.7,50.4,17.7,0,0,84,Low,8821.0
DRV00649,60,27,66.0,6,5.2,83.6,4.2,0,1,73,Medium,11075.44
DRV00650,20,1,94.7,2,4.2,44.7,1.8,0,1,60,Medium,13951.5
DRV00651,48,1,35.1,1,1.8,45.9,7.0,0,0,92,Low,6944.7
DRV00652,65,20,62.3,9,0.9,74.4,6.2,0,0,88,Low,5770.76
DRV00653,65,23,57.1,3,1.6,16.0,12.2,0,1,86,Low,6855.48
DRV00654,59,12,64.1,0,2.0,72.4,19.5,0,0,86,Low,6269.18
DRV00655,66,35,91.5,2,5.5,40.1,2.2,2,0,73,Medium,11563.15
DRV00656,62,8,48.1,0,7.5,106.1,10.8,0,0,78,Low,6560.32
DRV00657,42,12,49.5,0,3.8,37.8,0.7,0,0,99,Low,5081.03
